user_id,reviews_item_id,reviews_recommend,sentiment_analysis,year
76561198016753953,313120,True,2,2015
smegmyfoodle,211820,True,2,2015
76561198057869849,218620,True,0,2014
76561198058836921,206440,True,2,2013
lol_ursuchanoob,440,True,2,2015
AMV72,224540,False,1,0
76561198069170979,730,True,2,2015
76561198085956238,113020,True,1,2015
76561198132540690,359870,True,2,0
711armageddoncarmageddon,22230,True,0,2015
76561198034868596,203770,True,2,2013
Andraison,550,True,2,2013
76561198055790408,230410,True,1,2014
76561198069560699,227940,False,0,2014
76561198099625419,17390,True,2,2014
76561198084032274,317360,True,2,2015
Angrovar,274310,True,0,2014
AngryAinsley,252470,True,0,0
uradumbtit,730,True,2,2015
76561198037038784,344770,True,2,2015
IKillNoobsFirst,22380,True,1,2014
76561198037888300,440,True,2,0
1234865654,9900,True,2,2015
76561198040925596,107410,False,1,2014
76561198084123358,221640,True,2,2014
Apachehavoc,113020,False,1,2014
ApexNZ,377160,True,1,2015
76561198039441595,730,True,1,2015
76561198036687918,212500,True,1,2015
benjamin27,12160,True,2,0
AppoGetsSuperAdmin,219990,True,2,2015
76561198071475367,219640,True,2,0
76561198049916759,214420,False,2,2015
76561198065064829,218130,True,2,2013
XABLAUziitu,252490,False,0,2014
76561198012909706,270210,True,2,0
dragonchief,8980,True,2,2012
76561198040530605,213670,True,1,2014
76561197974500703,391540,True,2,0
76561198047185525,570,True,1,2014
sweep6060,105600,True,2,2014
bilyitu,209870,True,2,2015
76561198021244661,265630,True,1,2014
76561198088538797,401920,True,2,2015
deployablearchnagel,33230,True,2,0
rotflmaoman,70,True,1,2014
armouredmarshmallow,8500,False,1,2014
76561198020928326,221100,True,1,2014
Array71,99900,True,2,2015
76561198039874575,250900,True,0,2015
arronlim13,211820,True,2,2013
ARTHERDUNGER10,2450,False,1,2014
Mackus1011,220200,True,1,0
76561198041877981,47780,True,2,0
ARZARNAR,246420,True,2,2015
darkmassieh,570,True,1,2015
asianturtlefrenzy,4000,True,2,2014
blowjobsfurdayzandgayz,80,True,1,2015
76561198082992295,56400,True,2,2014
LaLocaDeLosDulces,257850,True,0,0
76561198064352761,385770,True,2,2015
assassin_warman,387990,True,1,0
Astrelt,310560,False,1,0
76561198091740831,630,True,2,0
AtomicWoodchuck,218620,True,0,2014
omgihaveawebpage,72850,True,1,2014
Swish0009,271590,False,1,2015
Aurora99,225640,True,2,2015
76561198053071988,236690,True,0,0
76561198083375450,440,True,2,2014
scroopy22,17100,True,1,0
76561198078730600,289130,True,2,2014
auzmoz,202970,True,2,2014
auzzie_96,20920,True,1,2014
fatrangacuntnolifevirgin,265930,True,2,2014
76561198064150679,270370,True,1,0
76561198110293299,391540,True,2,0
de_triggered,215530,True,1,2013
76561198071748311,226860,True,2,0
Azrafael,251570,True,0,2014
-Azsael-,55230,True,2,2014
76561198076301023,259700,True,2,2013
hoarbiscuit,730,True,1,2014
bohgeraltofrivia,221100,True,2,2014
TeH-B-Rad,22380,True,2,2015
BAW_Killer,570,True,2,2014
gamerdude7892,4000,True,1,2014
2ez4medick,570,True,1,2014
BBBirb,310380,True,2,2014
AgentXiri,4000,True,2,0
76561197998761331,4000,True,2,2015
76561198064579722,233270,True,1,0
76561198096750939,230410,True,2,2015
potatoskins,391460,False,2,2015
crispymemesmantheyremyfavourite,346010,True,1,2015
76561198074409406,107410,True,2,2013
H-Alo,200210,True,0,2015
420Blz,221100,True,2,2014
76561198076548816,440,True,1,0
chillrend,440,True,1,2014
BarretaJrs,730,True,2,0
Gborges,205890,True,2,0
lukeyturley,570,True,0,2015
PolygonCloud,8400,True,1,2014
76561198095142204,359290,False,0,2015
BOB_200,10500,True,2,2013
76561198070735033,730,True,1,0
76561198018560501,218620,True,0,2014
76561198069458790,220240,True,2,2013
76561198051148175,239160,True,1,2014
76561198047208452,630,True,2,2013
generalale,200210,True,1,2014
brendoboy,72850,True,2,0
76561198071234254,236390,True,1,0
76561198165870150,346560,True,2,2015
76561197988934555,218620,True,2,0
Infixation,239070,True,0,2014
76561198071162228,91310,True,2,2011
76561198047304525,730,True,2,2014
76561197994969639,265770,False,2,2014
JuanManSnipez,10,True,2,2015
Ben_Andy,730,True,2,2014
Bennysaputra,252490,True,2,0
76561198067021476,310380,True,1,2015
76561198190487725,304930,True,2,2014
76561198045071942,363970,True,1,0
Bhappiikhat,295110,True,0,2015
Ahahahahahahahahahahahahahahaha,220,True,2,2012
BITCHPLESE,48700,True,0,2012
Too_1337,255710,True,1,2015
kinglemon1222,364360,True,0,0
76561198030636321,4000,True,2,2015
76561198007342405,265630,True,1,0
IJustWantedToTalk,263280,True,2,2014
76561198081885254,730,True,2,2014
76561198034643189,369200,False,1,2015
LlamasInNigjamas,381210,False,2,0
mavros88,333930,True,0,2015
76561198035363871,10680,True,2,2015
Hummingsenpai,236390,True,2,0
CHAAANG,440,True,2,2015
76561198056980314,300570,True,2,2015
76561198077586769,238260,True,1,2013
bitmat,206210,True,1,2015
76561198028483487,6060,True,1,2014
Ghoster09,440,True,1,2015
76561198081496844,4000,True,1,2014
180577,364360,True,1,0
Barridos,238430,False,0,0
Blackhawk611,221100,True,2,2014
76561197988863895,4000,True,2,2014
76561198042728201,570,True,2,2013
hbk1462,344760,True,2,2015
76561198088724903,374320,True,2,0
76561198057521157,222880,True,2,2014
76561198053766465,237930,True,1,2015
76561198057389499,570,True,1,2013
FHK,293780,True,2,2014
76561198030735076,449710,True,2,0
Bluegills,244050,False,0,2015
76561197970931849,33930,True,1,2012
rrbr,352460,True,2,2015
13lazer,251570,True,2,2013
76561198044344399,72850,True,2,2015
76561197999613236,333930,True,2,2015
RespekPlox,730,True,2,2014
76561198062288797,346110,True,1,2015
bobseagull,346110,True,1,2015
bokkkbokkk,4000,True,0,2014
bokkkbokkk,335300,True,2,0
Bonesdontrattlethem,550,True,1,2012
76561198062403736,218620,True,1,0
76561198073642113,318430,True,2,2015
76561198211433640,570,True,1,2014
ilyjoepoe,440,True,0,2014
Mantrouminati,230410,True,2,2014
hididdlyhoe,334230,True,0,2015
76561198027225504,730,False,1,2015
dicksoutforboromir,243470,False,1,2014
probotsteve,225260,True,2,2013
76561197977543317,45730,False,1,2014
BrutalLegend69,96100,True,2,2014
76561198007539695,213650,True,0,2013
76561198064026657,429720,True,2,0
76561198024450886,211420,False,0,0
saint556,220780,True,2,2014
Brayneeah,730,True,1,2015
brettebear,304930,True,1,0
metiqu,237740,True,2,2014
Brianseb,6830,True,2,0
spike_heart,72850,True,2,2012
brocky0405,385770,True,2,0
76561198046094676,730,True,1,2015
Vladimirputinisgreatman,316010,True,1,0
Br0wni3,200210,True,2,2015
76561198079351819,10090,True,2,2015
76561198093381429,41300,True,2,2014
76561198110065267,268750,True,2,2014
76561198059167106,291550,True,0,2014
76561198105270589,322910,True,0,2015
Trutle,230410,True,2,0
BugsyBro,274940,True,2,2014
Jyep,246620,True,0,2015
76561198074561346,461560,True,2,0
76561198094074209,208090,True,2,2014
BurningCassette,237870,True,2,2015
76561198087011672,221100,True,2,2015
busternut,1840,True,2,2013
76561198075981950,105600,True,1,2014
Butteryyy,292030,True,1,2015
76561198079326390,252490,True,2,2014
76561198142749308,72200,True,2,2014
897w463824638109276,252490,True,2,2015
Butterz,230410,True,1,2015
8789568,305620,True,0,2015
76561198112547239,200210,True,1,2014
ByzGirl,211820,True,1,2014
C14M8S,238960,True,2,2014
1122305938,255710,True,2,0
76561198069050565,94400,True,2,2014
Cabey64,346110,False,1,0
Cabjoy,42910,True,0,2015
76561198082278758,238010,True,2,2015
Stormaggen,287700,True,1,0
gusvu,418340,True,2,0
Punixa,302590,True,2,2015
76561198051084367,242880,True,2,2013
76561198044402508,22380,True,2,2013
76561198081987102,378648,True,2,0
76561197996741396,209080,True,2,2015
calii,56400,True,2,2014
76561198084718144,49600,True,2,2013
76561198077034833,408740,False,1,0
calypto52,233720,True,2,2014
camduman,205350,False,1,2015
camquarter,4000,True,2,2014
aquelecaraqfazaquilo,267750,True,1,2014
76561198079009374,220240,True,2,2013
76561197992910116,22380,True,1,2014
jonjon4351,72850,True,2,2014
76561198008551473,221100,False,0,2015
ThePyrite99,252490,True,2,2013
76561198062276935,570,True,2,2015
76561198048121243,391540,True,2,2015
CAPTAINVRITRAS,105600,True,2,2015
ConkerBirdy,4000,True,2,2014
76561198078194423,417860,True,1,2015
76561198067657905,730,True,2,2014
76561198070072786,305620,True,2,2015
76561197966764681,348960,True,2,2015
76561198007988939,435870,False,2,0
ca_ra_cal,440,True,1,2012
76561198067721589,4000,True,2,2014
76561197996092338,252490,True,1,2014
carouserwhite,218230,True,1,0
76561198045631910,287920,True,2,2015
76561198078670623,413150,True,2,0
Lord_Casso,48700,True,2,2014
76561198058789410,70000,True,1,2013
76561198070087725,232810,False,1,0
fsfs546hd,207140,True,0,0
76561198045283919,17480,True,2,2015
76561198081438874,105450,True,1,2014
76561198072411281,107410,True,2,2015
76561198032143135,225260,True,2,2014
CrazyGiraffe71,239350,True,2,2015
chalkmetal,222880,True,2,2015
kggj,440,True,1,2010
asdasdfsadgdfhfgjggj,230410,True,2,2015
elheat,249650,True,2,2015
ElementalGodChaos,730,True,1,2015
76561197971917242,105600,True,2,2013
melonmaniac,730,True,2,2015
76561198048491595,200510,True,2,2014
76561198074108172,730,False,0,0
charmaps5,301520,True,0,2015
mexz1999,219740,True,0,2015
IchMasKung,252490,True,1,2014
HoxtonPleaseDontSueMe,301520,False,0,0
76561198051215704,99900,True,1,2015
76561198058842042,72850,True,2,2014
76561198074291619,393420,True,0,2015
cheetahpocalypse,291550,True,2,0
Axzothrift,396900,True,2,0
76561198283109848,304930,True,1,2015
Chermoil,286160,True,2,0
harharharharhar,107100,True,2,2011
chicken_tonight,230410,True,1,2014
chidvd,349700,False,1,0
76561198056960847,25890,False,0,2015
76561198052700471,365590,False,0,0
76561198097450390,265930,True,2,2014
76561197981448997,301520,True,1,2015
aerpub,105600,True,2,2015
76561198078733772,17080,True,2,2015
76561198061273070,730,True,2,2015
SmeshDoge,204360,True,2,2015
76561198037342853,431240,True,2,0
76561198062869989,4000,True,0,2015
harrisonnorris,206420,True,2,2014
76561198142474106,329650,True,1,0
Los_Shmurdos,33930,True,2,2013
ciborg2000,412830,True,2,0
Mikinmash,364360,True,2,0
76561198060510583,275850,False,2,0
Norf_Norf,319510,False,1,2015
76561198041840982,312280,True,2,2015
76561198056339034,8870,True,1,2014
OfficialSenix,322500,True,2,0
mike14476,105600,True,2,2014
kelby003,34900,True,1,2015
Clawz3z,440,True,1,2013
76561198079650317,550,True,2,2014
76561198071207551,291210,True,0,2015
76561198061039259,4000,True,1,2014
76561198074202726,730,True,2,2015
76561198074347537,236390,False,0,2014
SurfChicken,730,False,1,0
76561198126142125,252950,True,2,2015
Clouwolf,355180,True,1,2015
76561198043339975,730,True,2,2014
69bmw,233270,True,1,2015
76561198067414480,218620,True,2,2013
76561198078246064,239030,True,2,2015
iamshingo,440,True,2,2013
SirParadiseLost,200510,True,2,2015
Rafantasma,385730,True,2,0
SupermanSocks17,223710,True,1,2015
76561198061456632,35420,True,2,2013
76561198049614185,202970,False,1,2014
76561198046958203,377160,True,1,2015
UnseenEvangelist,253710,False,1,0
jichaelcoaching,334230,True,2,2015
CompoBlue,440,True,2,2015
MT-101,219740,True,2,2013
76561198172099661,219740,True,0,2013
ConjuredMadness,730,True,1,2014
cookieblade,730,True,1,2015
coolslayer666,262060,False,2,0
cheese_is_illuminati,255480,True,0,2014
76561198042756236,22380,True,1,2015
ndrss,271590,True,2,2015
76561198081677554,440,True,2,2015
Gamercubeeyes,374570,True,2,2015
76561198091515229,238960,True,2,0
NotJustAnyOrange,440,True,1,2014
cosmicguy22,377160,True,2,2015
Cosmonaut123456789,383080,False,1,0
76561197971591275,730,True,2,2015
TheCheekyOne,202970,True,2,2014
aProfileInTheMidOfNowhere,231430,True,2,2014
76561198107928649,383080,True,1,0
76561198056352983,330830,True,2,2014
76561198104404617,212680,True,2,0
76561198071955492,311210,True,2,2015
76561198073799272,252490,True,1,2014
bruhbruhxd,105600,True,2,2015
Crazymac123,306130,False,2,2015
76561198135673978,313160,True,2,0
76561198045148546,416690,True,2,2015
76561198077244610,304930,True,1,2014
76561198063850360,33930,True,2,0
76561198080465715,9930,True,1,2014
CrimsonStormFTW,440,True,1,2015
cripla66,224540,True,2,2013
76561198064305132,227680,False,0,2015
76561198067214601,250900,True,2,2015
76561198017913139,218620,False,1,2015
OldLeakyBoat,316010,True,1,0
SSAANNEESS,107410,True,1,0
fatkris,4920,False,1,2015
cruzercru,224260,True,2,2015
getyourmarsbar,42700,True,2,2014
76561198107811819,273350,True,2,0
aweoplopo,423880,True,2,2015
76561198042921883,383080,True,1,2015
kanekicg,8930,True,2,2014
76561198048024738,209730,False,2,2013
76561198084976671,65980,True,1,0
THE_ART_OF_FEEDING,208090,True,1,2014
Cynex_,570,True,2,2015
76561198039197193,351555,True,0,2015
76561197996190797,250400,True,2,2015
76561197995146150,208090,True,1,2014
76561198082559637,570,True,2,2015
DKA013,10180,True,2,2014
76561198069345625,107410,True,1,2015
D00MS,213670,True,0,2014
76561198059201575,203160,True,2,2015
76561198060901683,218620,False,0,2015
76561198074763789,249130,True,2,2014
DABLUICE,730,True,1,2015
BlitzGames,301520,False,1,2015
DaftyTM,48700,True,1,0
76561197992227006,4000,True,1,2015
76561198070775610,304930,True,2,0
76561198012514677,212680,True,0,2013
76561198053111161,241600,True,2,2014
76561197970691715,320350,True,2,2015
misterross,304930,True,2,0
76561198044888778,208090,True,2,0
mainkradxdxdx,374320,False,0,0
76561198101576470,263060,True,2,2015
Dante69123,301520,False,0,2014
Dantress,233250,True,2,2014
76561198079220364,322170,True,2,0
DareTheSeal,325610,True,2,2015
blackcheeze,244850,True,2,2014
6dighero,282070,True,0,2015
DarkDragonForce,730,True,1,0
76561198044594262,224500,True,2,2013
76561198136941803,312990,True,1,2014
76561198021814659,287450,True,1,2015
76561198078913614,304930,True,0,0
BOBROSSJPEGEXE,211420,True,2,2015
blablabla174,273350,True,2,2015
fatppl,730,True,2,2014
76561198050864519,200210,True,0,2015
datts,252490,True,2,2014
sirkillsalot1337,211820,True,1,2015
76561198082545803,730,True,2,2014
76561198115099755,570,True,1,0
76561198046045640,434260,True,1,0
76561198195091390,268750,True,0,2015
damayo,278080,True,0,2014
76561198084697858,236430,True,0,2014
76561198008827809,286160,True,2,0
76561198039605834,218620,True,2,2014
Yugm,250900,True,1,2015
dblddr,250500,True,2,2015
deathbreath220,238240,False,2,2014
76561198084112448,730,True,0,2014
76561198097730477,287390,True,2,2015
DeepCrysis,6060,True,1,2013
shay181,468240,True,2,0
degen97,218620,False,2,0
76561197994831363,224420,False,0,2014
deltalink21,224540,False,1,2014
Qzt,496920,True,2,0
76561198052661205,346110,True,1,2015
NZObiwan,730,True,2,0
76561198071716213,43110,True,2,2012
76561198065988138,243870,True,2,2014
Denied72,222900,False,2,2014
76561198034337192,730,True,1,2014
76561198056953510,209870,True,2,0
76561198047363411,383120,False,0,2015
76561198068479124,99900,True,2,2013
GetMLGRekt,241930,True,2,2015
BoyangBao,228940,True,2,2014
meeman,251570,True,2,2014
fuzzygrilz,730,True,0,2013
Derkness,440,True,2,2014
76561198086282677,251060,True,2,2015
DerpyAura,327890,True,1,2014
76561198021745490,241540,True,2,2015
beepbeepimasheep,333930,True,2,2015
76561198032293266,244850,True,2,2014
76561198057406795,265630,True,2,2014
76561198074942714,227700,True,2,2015
76561198091717988,314710,False,0,0
76561198126500843,244850,True,2,2014
destruktikus,570,True,2,2014
Des_Mondo,204360,True,0,2012
76561198066881691,243870,True,2,2014
76561198042146054,730,True,1,2015
76561198093191096,245170,False,0,2015
Device600,730,True,2,2014
Devmabby,13140,False,1,2014
76561197980614542,4560,True,1,2015
76561197971532272,730,True,2,2014
wenndiesoldaten,317400,True,2,2015
TacticalLynx,440,True,1,0
djman56,21690,True,2,2015
76561198114039731,346110,True,2,2015
digfernandes,570,True,1,2015
dijakeplays,730,True,2,0
ohplsguuby,239800,True,2,2014
76561198071578365,275850,False,1,0
NathanielPeace,218620,True,0,2015
76561198054421576,230410,True,1,2015
76561198072486822,200210,True,2,0
76561198099102298,319630,True,0,2015
76561198077992470,450660,True,2,0
76561198059166102,49600,True,1,2015
76561198038374904,302380,True,2,2014
ShrikeShrikeShrikeShrikeShrike,105600,True,1,2015
efefuyg3g4u5u22u4yv,730,True,1,2015
76561198058711482,8870,True,2,2014
dimitriirfan,409160,True,2,2015
Dobble,49520,True,0,2014
76561198023903233,243870,False,0,2014
KingOfOpportunity,440,True,1,2014
doctorpotatoes,41070,True,1,2013
76561198103858676,224540,False,1,2014
76561198083029873,730,True,2,2014
1920410,224260,True,2,2013
76561198049760472,219740,True,1,2015
6294421419,221100,True,1,2014
76561198081443272,304050,False,2,0
regentorange,8930,True,1,2015
76561198120646995,218620,True,1,2015
76561197990557433,221100,True,2,2014
diglekango,335330,False,1,2015
76561198055370293,214490,True,2,2014
duzim,221100,True,2,2015
76561197995098683,271590,True,0,2015
DropBear99,346010,True,2,2015
banjoabbyshelly,440,True,2,2015
swscorpian,570,True,1,0
thecosplayermotherfucker,261640,True,2,0
durolan2535,244850,True,2,2014
whatcanisayimjusttoogood,268500,True,1,0
123repulseMe,266510,True,2,2015
76561197969800840,321980,True,2,2014
Cab117,107900,False,2,2015
DrVendax,24720,False,1,0
76561198090773476,570,True,0,2014
Dragoten,206440,True,2,2014
thedragon347,730,True,0,2014
76561198015157743,236110,True,1,2015
76561198073725626,346110,True,2,0
76561198084378649,730,True,1,0
76561198172455607,287290,True,1,2015
DrMolo,241540,True,1,2014
76561198097534775,4000,True,1,2015
DrumEssence,218620,True,2,0
ashley1222,252950,True,2,0
dubsdoge,35140,True,2,2013
76561198165512984,363970,True,2,0
mrenigmate,291550,True,2,0
vitoprofile,244850,True,2,2014
Axe603,243000,False,2,0
76561198057119793,730,True,2,2015
76561198090724989,570,True,1,2015
JamesDurham23JubileeRd,730,True,2,2014
Congo-Jack,201810,True,1,2015
76561198018159202,212500,True,1,2014
76561198080980901,4000,True,2,0
76561198066955730,330840,True,2,2015
76561198056288026,243870,True,1,2014
dyslexicdew,252950,True,2,0
Dysloyal,330210,False,0,0
Eack,390670,True,0,0
